TrackerModel,Age,Gender,EducationYears,MaritalStatus,DailySteps,FitnessRating,AnnualIncome,WorkoutHoursWeekly,ResidenceArea,DeviceUsageHours
Basic,42,Male,14.0,Single,10370,2,184797,6.04,Urban,3.04
Basic,29,Female,16.0,Married,9050,3,151632,3.45,Urban,3.1
Advanced,22,Male,16.0,Single,6835,2,144210,0.66,Suburban,2.04
Advanced,51,Male,14.0,Married,7433,1,76565,5.19,Suburban,0.5
Advanced,54,Female,12.0,Married,5433,5,21312,5.01,Urban,2.62
Pro,32,Male,12.0,Divorced,8114,1,169277,3.47,Urban,1.73
Advanced,61,Male,16.0,Single,9797,4,145882,3.49,Urban,1.6
Basic,53,Male,16.0,Married,2652,3,162667,0.32,Urban,1.8
Basic,32,Female,12.0,Single,8398,2,107566,2.17,Suburban,1.78
Basic,60,Male,12.0,Divorced,10297,1,41329,1.69,Suburban,2.31
Advanced,40,Male,18.0,Single,6254,1,88187,5.12,Suburban,1.22
Basic,23,Female,16.0,Married,9602,3,95542,3.73,Suburban,1.46
Advanced,63,Female,14.0,Married,15541,3,128237,3.47,Urban,2.17
Advanced,61,Female,16.0,Married,7186,3,134476,5.26,Rural,2.31
Pro,60,Male,12.0,Single,8679,4,55645,0.63,Rural,2.32
Basic,62,Male,14.0,Divorced,5285,3,107502,4.16,Rural,1.61
Pro,38,Male,14.0,Single,8043,1,107310,1.87,Urban,1.51
Basic,40,Female,10.0,Married,8880,2,89619,2.77,Rural,1.75
Pro,60,Male,14.0,Single,8084,4,53513,4.51,Rural,2.12
Basic,33,Male,16.0,Single,4440,2,28749,4.54,Rural,2.74
Basic,64,Female,12.0,Married,8119,1,181855,6.17,Urban,0.98
Advanced,32,Female,16.0,Single,11886,3,80645,3.34,Suburban,1.89
Basic,42,Female,14.0,Single,8845,2,73175,4.11,Rural,1.33
Basic,53,Female,14.0,Single,10385,4,168395,2.62,Suburban,1.17
Advanced,28,Female,10.0,Single,6788,3,70762,3.86,Suburban,2.48
Advanced,32,Male,12.0,Married,9749,1,84222,4.38,Rural,2.27
Advanced,21,Female,14.0,Married,8337,4,185565,3.3,Urban,2.22
Advanced,38,Male,12.0,Single,4647,2,32213,0.0,Suburban,2.46
Advanced,30,Male,16.0,Single,8455,2,117367,4.16,Urban,1.76
Basic,39,Female,16.0,Single,4524,2,198002,4.23,Rural,1.78
Basic,36,Female,12.0,Single,5601,1,178785,2.14,Urban,3.09
Basic,51,Female,14.0,Married,8067,2,127157,0.93,Suburban,1.88
Pro,31,Male,14.0,Married,8391,1,52583,6.45,Suburban,2.37
Advanced,21,Female,12.0,Single,3932,2,148792,4.48,Suburban,2.0
Advanced,63,Female,18.0,Single,10661,2,99944,3.04,Suburban,1.08
Advanced,44,Female,16.0,Single,9216,3,42369,1.23,Rural,0.98
Pro,46,Female,14.0,Married,5385,4,199000,1.86,Rural,1.71
Basic,64,Female,16.0,Divorced,2887,1,135844,6.11,Urban,2.53
Advanced,45,Male,14.0,Single,7065,2,39510,3.78,Urban,2.39
Advanced,52,Male,18.0,Single,6162,2,32120,2.4,Urban,2.46
Advanced,25,Male,14.0,Married,7839,1,119847,4.52,Urban,1.51
Basic,33,Female,16.0,Divorced,6410,3,118575,1.87,Suburban,2.81
Pro,59,Female,16.0,Single,1477,3,149269,6.5,Rural,1.52
Pro,53,Female,12.0,Single,6334,1,25295,6.21,Rural,2.11
Advanced,47,Male,16.0,Single,6583,2,40460,2.57,Urban,1.99
Advanced,35,Female,12.0,Married,9400,1,34963,2.24,Urban,1.91
Pro,19,Female,12.0,Single,5405,3,97116,0.0,Suburban,2.67
Advanced,30,Female,12.0,Single,12536,1,47328,0.54,Suburban,1.65
Basic,21,Male,14.0,Married,1765,5,104629,0.82,Urban,1.33
Advanced,43,Female,16.0,Single,11433,3,144034,3.77,Rural,2.01
Advanced,42,Male,16.0,Married,6827,2,41605,2.85,Rural,1.8
Advanced,47,Female,16.0,Single,10078,3,130901,0.81,Urban,3.69
Advanced,28,Male,14.0,Single,7739,4,195885,2.94,Rural,2.34
Pro,24,Male,18.0,Married,10918,3,197443,4.51,Urban,1.8
Pro,48,Male,14.0,Single,6337,1,128241,4.56,Suburban,1.47
Advanced,61,Female,12.0,Divorced,4204,2,67598,0.0,Urban,1.06
Basic,27,Female,12.0,Married,11761,4,92258,3.24,Urban,1.49
Pro,56,Male,16.0,Single,7159,3,60969,0.73,Rural,2.06
Pro,30,Male,16.0,Married,8164,3,187984,5.3,Urban,2.71
Basic,48,Female,12.0,Single,11204,4,189446,5.07,Suburban,2.56
Pro,24,Female,10.0,Divorced,4404,4,82784,1.7,Urban,2.11
Pro,59,Male,16.0,Single,15541,4,167000,1.97,Urban,1.84
Advanced,59,Female,10.0,Married,5730,1,41274,2.58,Urban,2.13
Advanced,53,Female,16.0,Single,7103,3,149994,0.0,Urban,1.74
Basic,37,Female,14.0,Single,7716,3,54416,4.17,Suburban,2.86
Basic,21,Female,14.0,Married,2999,3,120434,3.47,Urban,1.91
Basic,24,Male,12.0,Married,5163,3,180119,5.44,Suburban,1.96
Pro,18,Female,16.0,Single,11553,1,194428,1.3,Suburban,0.89
Basic,61,Female,16.0,Single,10158,3,188206,2.26,Suburban,1.9
Basic,62,Male,14.0,Married,7312,3,71310,3.47,Urban,2.42
Basic,59,Male,14.0,Divorced,8229,1,100758,1.49,Rural,1.47
Advanced,64,Female,10.0,Single,6617,2,163435,1.14,Urban,1.62
Pro,30,Female,14.0,Single,11569,1,195635,5.49,Urban,2.4
Basic,39,Female,16.0,Single,6898,2,50628,2.1,Urban,1.26
Basic,38,Female,16.0,Married,8195,1,89672,3.75,Urban,2.53
Advanced,39,Male,12.0,Single,10938,2,66246,2.74,Urban,1.73
Advanced,45,Male,16.0,Single,5167,3,162233,0.96,Suburban,1.81
Basic,26,Male,14.0,Married,12176,3,109110,3.16,Urban,1.44
Advanced,43,Female,12.0,Single,2908,3,22810,4.7,Urban,2.19
Basic,26,Female,12.0,Single,12388,4,91688,1.08,Suburban,3.23
Basic,32,Female,16.0,Single,6381,2,85548,5.12,Urban,2.39
Advanced,27,Female,12.0,Single,6771,1,31162,1.8,Urban,1.57
Advanced,41,Male,12.0,Single,1829,4,107858,2.53,Urban,2.57
Pro,59,Male,12.0,Married,6135,1,93535,4.56,Suburban,1.84
Basic,25,Female,16.0,Single,4380,5,158291,2.17,Urban,2.69
Advanced,41,Male,14.0,Married,5677,4,90864,3.58,Urban,2.4
Advanced,33,Female,16.0,Married,7088,3,154693,2.87,Suburban,0.53
Basic,43,Female,12.0,Married,10373,5,138371,3.76,Suburban,1.5
Advanced,44,Male,14.0,Single,8122,1,109792,3.47,Suburban,2.47
Basic,54,Female,14.0,Single,8423,2,195505,0.0,Rural,2.08
Pro,21,Female,16.0,Single,4213,3,86188,4.73,Urban,1.49
Basic,41,Male,18.0,Single,4857,2,101718,5.57,Urban,1.68
Advanced,36,Female,10.0,Single,12896,4,56558,1.68,Urban,1.05
Basic,53,Female,14.0,Married,5294,1,148938,3.47,Urban,1.96
Pro,56,Male,10.0,Single,12468,3,166731,4.09,Urban,3.11
Advanced,27,Female,14.0,Single,6770,3,54413,4.89,Urban,2.4
Advanced,42,Male,12.0,Single,7506,3,30435,0.0,Suburban,3.1
Basic,35,Female,12.0,Married,10711,2,48067,1.73,Suburban,2.44
Advanced,36,Male,12.0,Single,11315,2,107794,2.83,Urban,2.51
Basic,53,Male,14.0,Married,7167,4,113823,4.91,Suburban,2.99
Pro,27,Male,12.0,Single,6335,1,89224,8.5,Urban,2.19
Basic,50,Female,16.0,Married,7332,4,21379,3.04,Urban,1.91
Basic,22,Male,14.0,Married,8513,3,122547,0.69,Suburban,2.52
Basic,64,Male,10.0,Single,10173,3,128541,4.3,Urban,2.73
Advanced,52,Male,16.0,Single,7512,3,178696,6.14,Urban,1.76
Advanced,61,Male,12.0,Single,9356,2,134634,3.72,Urban,1.64
Basic,51,Male,14.0,Single,12415,3,148701,1.69,Rural,2.07
Advanced,50,Female,14.0,Married,8643,4,77745,5.42,Suburban,2.42
Advanced,38,Female,12.0,Married,8434,2,123915,3.47,Urban,2.4
Advanced,34,Female,10.0,Married,2943,5,163588,1.45,Rural,1.29
Advanced,39,Female,12.0,Married,1000,2,149560,4.26,Suburban,2.96
Advanced,54,Female,18.0,Single,8665,1,175915,5.49,Suburban,1.68
Advanced,32,Female,14.0,Single,7215,2,156984,5.86,Rural,1.87
Basic,52,Female,14.0,Married,5955,5,172586,3.37,Urban,1.55
Basic,45,Male,14.0,Single,8230,2,179869,2.78,Urban,3.35
Pro,24,Female,12.0,Married,7318,4,157521,5.95,Suburban,2.12
Pro,49,Male,14.0,Single,10883,4,152797,1.08,Suburban,1.57
Basic,28,Male,16.0,Single,7758,2,101406,4.38,Suburban,2.43
Basic,27,Female,12.0,Divorced,5259,1,29304,0.76,Suburban,2.38
Advanced,26,Male,12.0,Single,10470,3,145555,5.63,Rural,1.91
Advanced,31,Male,12.0,Divorced,6848,2,164735,2.98,Rural,2.42
Basic,30,Male,14.0,Divorced,9079,3,90320,6.04,Rural,1.59
Basic,42,Male,14.0,Married,6067,2,114488,4.48,Rural,1.75
Advanced,19,Female,10.0,Married,5550,2,95591,1.05,Rural,0.99
Advanced,52,Female,14.0,Married,7752,3,115044,6.35,Urban,1.34
Basic,24,Female,12.0,Married,7538,2,163748,6.6,Urban,2.9
Basic,38,Female,14.0,Single,8939,2,45192,5.26,Urban,2.82
Basic,35,Female,12.0,Single,6694,2,175794,1.98,Rural,2.03
Advanced,20,Female,14.0,Married,1990,2,158518,2.89,Suburban,2.83
Basic,59,Female,16.0,Single,6201,3,139304,3.79,Suburban,1.92
Basic,56,Female,16.0,Single,9881,4,155797,2.09,Urban,1.88
Advanced,58,Female,14.0,Single,6607,2,108207,6.88,Urban,2.03
Basic,28,Female,12.0,Married,6760,3,93741,3.79,Suburban,1.94
Advanced,56,Male,12.0,Married,10459,3,36365,0.0,Urban,1.89
Basic,41,Female,12.0,Single,5364,2,85792,4.18,Urban,2.57
Basic,63,Male,12.0,Divorced,2871,2,166776,2.8,Urban,2.08
Basic,36,Male,14.0,Married,7018,4,70575,3.35,Urban,2.36
Advanced,21,Male,12.0,Married,6047,3,180974,2.76,Suburban,2.52
Pro,43,Male,12.0,Married,4601,3,139641,5.11,Urban,2.19
Pro,55,Female,14.0,Married,6973,3,152267,5.74,Suburban,1.51
Basic,59,Male,14.0,Single,15541,1,73517,4.07,Urban,1.32
Advanced,49,Female,14.0,Married,7472,3,54012,2.82,Rural,2.07
Basic,56,Female,10.0,Single,8420,3,162487,3.42,Urban,1.91
Basic,62,Male,10.0,Married,12940,3,190606,3.54,Suburban,2.04
Pro,63,Female,14.0,Divorced,6471,2,41686,1.9,Suburban,1.99
Basic,53,Male,12.0,Single,8335,1,179815,4.66,Urban,3.29
Basic,57,Male,10.0,Single,5972,1,52161,4.42,Rural,1.33
Basic,54,Female,14.0,Married,4960,5,22402,6.58,Suburban,1.01
Basic,50,Female,14.0,Single,5745,2,83190,6.01,Urban,2.17
Basic,53,Male,14.0,Married,6063,2,33275,2.13,Urban,1.81
Advanced,20,Female,12.0,Single,8578,1,179254,5.14,Rural,2.16
Advanced,26,Female,10.0,Single,14547,1,34915,1.6,Suburban,2.29
Pro,25,Female,14.0,Divorced,5351,3,20909,4.89,Urban,2.64
Pro,50,Male,12.0,Married,6250,3,134110,2.47,Urban,1.25
Basic,23,Male,14.0,Married,7310,3,85908,1.45,Rural,1.72
Basic,58,Female,16.0,Single,8687,2,147337,4.06,Suburban,2.21
Basic,56,Female,14.0,Married,8290,3,42620,0.0,Suburban,2.39
Advanced,21,Female,12.0,Married,11352,1,54112,0.0,Urban,3.1
Basic,30,Female,12.0,Married,1000,1,22431,3.15,Suburban,2.48
Advanced,19,Female,14.0,Married,1000,2,106590,3.66,Urban,1.97
Advanced,22,Male,16.0,Married,6012,2,82175,2.76,Urban,1.55
Advanced,61,Female,18.0,Single,10791,2,137472,0.34,Suburban,1.72
Advanced,44,Male,12.0,Single,2803,3,52624,1.86,Rural,1.7
Basic,49,Female,12.0,Married,1000,3,81264,4.28,Urban,2.33
Pro,38,Male,18.0,Single,9213,4,133766,4.66,Urban,2.13
Advanced,25,Female,16.0,Married,8230,2,183030,3.47,Suburban,1.34
Basic,55,Male,16.0,Single,4229,1,152767,5.81,Suburban,1.78
Pro,25,Female,12.0,Married,4543,2,120211,4.29,Rural,2.44
Advanced,20,Male,14.0,Married,4590,5,139502,2.01,Suburban,2.18
Pro,61,Male,16.0,Single,7831,3,64225,2.94,Urban,2.28
Advanced,20,Male,14.0,Single,5621,3,152475,0.69,Rural,2.19
Advanced,39,Male,14.0,Single,8982,1,189708,3.28,Suburban,2.81
Basic,23,Male,10.0,Married,1000,3,30839,5.72,Rural,2.12
Basic,19,Male,14.0,Married,4929,1,198901,4.87,Suburban,1.81
Advanced,40,Female,12.0,Single,4121,3,160302,6.3,Rural,1.54
Advanced,61,Male,14.0,Married,6730,4,71977,2.89,Urban,2.12
Basic,19,Female,14.0,Single,5885,5,191304,6.19,Urban,0.78
Basic,55,Female,12.0,Single,9893,3,133050,3.11,Rural,1.91
Pro,34,Female,16.0,Divorced,1921,2,45651,6.44,Urban,1.9
Pro,52,Female,12.0,Single,7636,4,117919,3.46,Urban,1.32
Advanced,51,Female,14.0,Single,9175,3,59963,4.91,Suburban,1.54
Basic,40,Male,14.0,Single,13069,1,137776,6.45,Rural,2.4
Basic,47,Male,12.0,Single,6054,2,99198,3.11,Urban,2.12
Basic,25,Male,10.0,Single,8473,2,164811,3.94,Rural,2.05
Pro,39,Female,14.0,Single,2088,2,150697,6.08,Suburban,2.15
Basic,61,Male,10.0,Married,1000,2,83294,3.23,Suburban,2.05
Advanced,53,Male,16.0,Single,10034,3,199428,0.86,Rural,2.62
Basic,22,Male,18.0,Married,7483,2,21789,7.79,Urban,2.06
Advanced,30,Male,14.0,Single,11035,1,170492,2.56,Urban,1.27
Advanced,46,Male,12.0,Single,3379,3,109297,3.82,Urban,2.82
Pro,48,Female,14.0,Married,9059,4,188678,5.81,Suburban,2.19
Basic,64,Male,16.0,Divorced,13106,3,189712,2.28,Suburban,1.71
Basic,33,Female,10.0,Single,15541,2,138341,1.48,Rural,1.37
Basic,59,Female,14.0,Married,8329,4,64135,4.01,Suburban,2.2
Pro,47,Female,14.0,Married,7525,4,57067,0.0,Suburban,1.94
Pro,33,Female,14.0,Married,2787,2,37357,2.92,Suburban,2.79
Advanced,29,Female,12.0,Married,11566,1,190923,3.99,Urban,1.83
Advanced,34,Male,16.0,Single,5667,3,58262,2.96,Urban,1.58
Advanced,33,Male,10.0,Single,9013,4,78643,0.41,Rural,2.45
Basic,29,Male,12.0,Married,2810,5,172606,6.69,Urban,2.46
Pro,25,Female,16.0,Single,3961,4,111270,3.71,Urban,2.08
Advanced,37,Male,16.0,Divorced,11805,3,183944,6.36,Suburban,2.34
Basic,20,Male,10.0,Single,6458,3,158761,2.98,Urban,1.98
Advanced,33,Female,12.0,Single,11859,1,89103,1.74,Rural,2.12
Basic,47,Female,12.0,Married,7265,2,106268,4.04,Urban,2.58
Basic,62,Female,12.0,Single,1974,2,106310,3.07,Urban,2.31
Advanced,40,Female,12.0,Married,10176,3,57412,1.14,Urban,1.92
Basic,45,Male,10.0,Married,5730,3,67734,6.44,Suburban,2.68
Advanced,57,Female,14.0,Divorced,9596,3,107793,2.26,Urban,0.82
Basic,22,Female,16.0,Married,7575,2,42228,0.0,Suburban,3.03
Basic,37,Male,14.0,Married,2870,3,140627,6.16,Rural,1.15
Basic,57,Male,14.0,Married,7992,1,97924,2.49,Rural,1.69
Basic,61,Female,10.0,Divorced,14088,2,31319,3.47,Urban,1.98
Advanced,18,Male,14.0,Single,8978,3,26475,0.0,Urban,1.93
Basic,47,Female,16.0,Single,7327,3,165800,6.98,Suburban,2.5
Advanced,38,Female,16.0,Single,10726,5,49545,0.92,Rural,1.47
Advanced,37,Male,16.0,Single,8132,2,116636,3.62,Rural,2.13
Advanced,23,Male,18.0,Married,8128,2,189771,5.33,Urban,1.71
Pro,39,Female,14.0,Married,4225,2,187893,4.34,Suburban,2.15
Advanced,35,Female,12.0,Married,8201,2,50615,3.38,Urban,1.97
Basic,25,Female,14.0,Single,10606,4,33746,0.1,Urban,2.05
Basic,56,Male,16.0,Married,4991,3,173817,1.88,Urban,1.73
Basic,49,Female,16.0,Single,11773,4,21245,3.88,Urban,1.74
Advanced,50,Female,14.0,Married,7224,2,137408,1.93,Urban,2.14
Basic,33,Female,10.0,Married,4836,4,132143,3.91,Urban,2.47
Advanced,29,Female,12.0,Single,10492,1,175925,4.86,Suburban,1.7
Advanced,55,Female,18.0,Single,6639,4,47632,5.43,Urban,1.57
Basic,51,Male,14.0,Single,9778,2,32856,1.05,Suburban,2.31
Advanced,31,Female,14.0,Married,6624,2,88049,7.89,Urban,1.98
Basic,53,Female,12.0,Divorced,7320,3,78182,5.03,Urban,2.42
Basic,50,Female,12.0,Married,8980,4,153873,3.5,Urban,1.55
Advanced,40,Female,16.0,Single,8372,1,190821,5.68,Urban,1.11
Advanced,62,Male,14.0,Single,1513,2,75654,8.23,Suburban,1.73
Advanced,19,Male,16.0,Married,4136,4,75381,0.62,Urban,1.62
Advanced,58,Male,14.0,Married,10288,2,78601,3.05,Suburban,1.96
Basic,38,Female,14.0,Single,7103,1,166154,0.0,Urban,1.68
Pro,19,Female,12.0,Single,5928,2,165720,3.89,Suburban,2.37
Advanced,44,Male,16.0,Married,3424,2,20364,4.23,Suburban,1.86
Advanced,26,Male,14.0,Single,4260,4,185640,3.42,Urban,2.08
Basic,18,Male,14.0,Single,1434,3,27436,2.19,Urban,2.08
Advanced,28,Female,14.0,Single,7196,3,106713,0.0,Urban,2.1
Basic,20,Female,18.0,Married,5704,5,177826,4.25,Suburban,1.99
Basic,40,Male,10.0,Married,4600,2,80194,6.41,Urban,2.26
Pro,43,Male,16.0,Divorced,7295,1,44544,2.32,Suburban,1.6
Basic,21,Male,12.0,Married,8591,2,83295,4.38,Suburban,2.7
Pro,35,Female,14.0,Married,13779,2,163710,0.36,Rural,1.88
Advanced,23,Female,10.0,Single,2964,1,89409,4.41,Suburban,1.34
